Order ID;Restaurant Name;Location;Order Time;Delivery Time;Delivery Duration (min);Pizza Size;Pizza Type;Toppings Count;Distance (km);Traffic Level;Payment Method;Is Peak Hour;Is Weekend;Delivery Efficiency (min/km);Topping Density;Order Month;Payment Category;Estimated Duration (min);Delay (min);Is Delayed;Pizza Complexity;Traffic Impact;Order Hour;Restaurant Avg Time
ORD118;Little Caesars;Houston, TX;28/4/2024 19:15;28/4/2024 19:35;20;Small;Vegan;2;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,8;April;Offline;6;14;FALSO;2;1;19;28,84422111
ORD119;Pizza Hut;Phoenix, AZ;29/4/2024 19:45;29/4/2024 20:10;25;XL;Cheese Burst;5;4,5;High;Wallet;VERDADERO;FALSO;5,555555556;1,111111111;April;Online;10,8;14,2;FALSO;20;3;19;29,94845361
ORD120;Marco's Pizza;Atlanta, GA;30/4/2024 13:00;30/4/2024 13:20;20;Medium;Non-Veg;3;3;Medium;Card;FALSO;FALSO;6,666666667;1;April;Online;7,2;12,8;FALSO;6;2;13;30,28645833
ORD121;Domino's;Seattle, WA;1/5/2024 18:30;1/5/2024 18:50;20;Large;Veg;4;4,5;Low;UPI;VERDADERO;FALSO;4,444444444;0,888888889;May;Online;10,8;9,2;FALSO;12;1;18;30,25943396
ORD122;Papa John's;Denver, CO;2/5/2024 20:15;2/5/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;FALSO;12,5;1;May;Offline;4,8;20,2;FALSO;2;3;20;28,18627451
ORD123;Little Caesars;Boston, MA;3/5/2024 18:30;3/5/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;May;Online;8,4;11,6;FALSO;6;1;18;28,84422111
ORD124;Pizza Hut;Chicago, IL;4/5/2024 19:45;4/5/2024 20:10;25;XL;Cheese Burst;5;4;Medium;Card;VERDADERO;VERDADERO;6,25;1,25;May;Online;9,6;15,4;FALSO;20;2;19;29,94845361
ORD125;Marco's Pizza;Miami, FL;5/5/2024 13:00;5/5/2024 13:20;20;Medium;Non-Veg;3;3;High;UPI;FALSO;VERDADERO;6,666666667;1;May;Online;7,2;12,8;FALSO;6;3;13;30,28645833
ORD126;Domino's;New York, NY;1/8/2024 18:00;1/8/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;August;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD127;Papa John's;Chicago, IL;2/8/2024 19:15;2/8/2024 19:45;30;Large;Non-Veg;4;6;Medium;UPI;VERDADERO;FALSO;5;0,666666667;August;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD128;Pizza Hut;Los Angeles, CA;3/8/2024 20:30;3/8/2024 21:10;40;XL;Cheese Burst;5;8;High;Wallet;VERDADERO;VERDADERO;5;0,625;August;Online;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD129;Little Caesars;Houston, TX;4/8/2024 18:45;4/8/2024 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;August;Offline;6;14;FALSO;1;1;18;28,84422111
ORD130;Marco's Pizza;Phoenix, AZ;5/8/2024 19:00;5/8/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;August;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD131;Domino's;Miami, FL;6/8/2024 20:00;6/8/2024 20:35;35;Medium;Veg;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;August;Online;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD132;Papa John's;Denver, CO;7/8/2024 18:30;7/8/2024 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;August;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD133;Pizza Hut;Boston, MA;8/8/2024 19:45;8/8/2024 20:25;40;XL;Cheese Burst;5;7,5;High;Cash;VERDADERO;FALSO;5,333333333;0,666666667;August;Offline;18;22;VERDADERO;20;3;19;29,94845361
ORD134;Little Caesars;Dallas, TX;9/8/2024 18:00;9/8/2024 18:30;30;Medium;Non-Veg;3;4;Medium;Card;VERDADERO;FALSO;7,5;0,75;August;Online;9,6;20,4;FALSO;6;2;18;28,84422111
ORD135;Marco's Pizza;Seattle, WA;10/8/2024 20:15;10/8/2024 21:00;45;Large;Veg;4;9;High;Wallet;VERDADERO;VERDADERO;5;0,444444444;August;Online;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD136;Domino's;San Jose, CA;11/8/2024 18:00;11/8/2024 18:20;20;Medium;Veg;2;3;Low;UPI;VERDADERO;VERDADERO;6,666666667;0,666666667;August;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD137;Papa John's;Austin, TX;12/8/2024 19:15;12/8/2024 19:45;30;Large;Non-Veg;4;6;Medium;Cash;VERDADERO;FALSO;5;0,666666667;August;Offline;14,4;15,6;FALSO;12;2;19;28,18627451
ORD138;Pizza Hut;San Diego, CA;13/8/2024 20:30;13/8/2024 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;August;Online;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD139;Little Caesars;Jacksonville, FL;14/8/2024 18:45;14/8/2024 19:05;20;Small;Vegan;1;2,5;Low;Wallet;VERDADERO;FALSO;8;0,4;August;Online;6;14;FALSO;1;1;18;28,84422111
ORD140;Marco's Pizza;Fort Worth, TX;15/8/2024 19:00;15/8/2024 19:50;50;Large;Non-Veg;4;10;High;UPI;VERDADERO;FALSO;5;0,4;August;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD141;Domino's;Columbus, OH;16/8/2024 20:00;16/8/2024 20:35;35;Medium;Veg;3;5,5;Medium;Cash;VERDADERO;FALSO;6,363636364;0,545454545;August;Offline;13,2;21,8;VERDADERO;6;2;20;30,25943396
ORD142;Papa John's;Charlotte, NC;17/8/2024 18:30;17/8/2024 18:50;20;Small;Vegan;2;2;Low;Card;VERDADERO;VERDADERO;10;1;August;Online;4,8;15,2;FALSO;2;1;18;28,18627451
ORD143;Pizza Hut;Indianapolis, IN;18/8/2024 19:45;18/8/2024 20:25;40;XL;Cheese Burst;5;7,5;High;Wallet;VERDADERO;VERDADERO;5,333333333;0,666666667;August;Online;18;22;VERDADERO;20;3;19;29,94845361
ORD144;Little Caesars;San Francisco, CA;19/8/2024 18:00;19/8/2024 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;FALSO;7,5;0,75;August;Online;9,6;20,4;FALSO;6;2;18;28,84422111
ORD145;Marco's Pizza;Charlotte, NC;20/8/2024 20:15;20/8/2024 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;August;Offline;21,6;23,4;VERDADERO;12;3;20;30,28645833
ORD146;Domino's;Detroit, MI;21/8/2024 18:00;21/8/2024 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;August;Online;7,2;12,8;FALSO;4;1;18;30,25943396
ORD147;Papa John's;El Paso, TX;22/8/2024 19:15;22/8/2024 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;August;Online;14,4;15,6;FALSO;12;2;19;28,18627451
ORD148;Pizza Hut;Memphis, TN;23/8/2024 20:30;23/8/2024 21:10;40;XL;Cheese Burst;5;8;High;UPI;VERDADERO;FALSO;5;0,625;August;Online;19,2;20,8;VERDADERO;20;3;20;29,94845361
ORD149;Little Caesars;Baltimore, MD;24/8/2024 18:45;24/8/2024 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;August;Offline;6;14;FALSO;1;1;18;28,84422111
ORD150;Marco's Pizza;Boston, MA;25/8/2024 19:00;25/8/2024 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;VERDADERO;5;0,4;August;Online;24;26;VERDADERO;12;3;19;30,28645833
ORD151;Domino's;New York, NY;1/8/2024 18:00;1/8/2024 18:30;30;Large;Veg;4;5,5;High;Domino's Cash;VERDADERO;FALSO;5,454545455;0,727272727;August;Offline;13,2;16,8;FALSO;12;3;18;30,25943396
ORD152;Pizza Hut;Los Angeles, CA;2/8/2024 19:15;2/8/2024 19:45;30;XL;Cheese Burst;5;6;Medium;Card;VERDADERO;FALSO;5;0,833333333;August;Online;14,4;15,6;FALSO;20;2;19;29,94845361
ORD153;Papa John's;Chicago, IL;3/8/2024 20:00;3/8/2024 20:35;35;Medium;Non-Veg;3;7,2;Low;UPI;VERDADERO;VERDADERO;4,861111111;0,416666667;August;Online;17,28;17,72;VERDADERO;6;1;20;28,18627451
ORD154;Little Caesars;Houston, TX;4/8/2024 17:45;4/8/2024 18:05;20;Small;Vegan;2;3;Low;Wallet;FALSO;VERDADERO;6,666666667;0,666666667;August;Online;7,2;12,8;FALSO;2;1;17;28,84422111
ORD155;Marco's Pizza;Phoenix, AZ;5/8/2024 13:30;5/8/2024 14:00;30;Medium;Non-Veg;4;5;High;Cash;FALSO;FALSO;6;0,8;August;Offline;12;18;FALSO;8;3;13;30,28645833
ORD156;Domino's;Miami, FL;6/8/2024 18:20;6/8/2024 18:50;30;Large;Veg;3;6,5;Medium;Domino's Cash;VERDADERO;FALSO;4,615384615;0,461538462;August;Offline;15,6;14,4;FALSO;9;2;18;30,25943396
ORD157;Papa John's;Denver, CO;7/8/2024 20:10;7/8/2024 20:45;35;Small;Vegan;2;4;High;Card;VERDADERO;FALSO;8,75;0,5;August;Online;9,6;25,4;VERDADERO;2;3;20;28,18627451
ORD158;Little Caesars;Boston, MA;8/8/2024 18:00;8/8/2024 18:25;25;Medium;Non-Veg;3;3,5;Low;UPI;VERDADERO;FALSO;7,142857143;0,857142857;August;Online;8,4;16,6;FALSO;6;1;18;28,84422111
ORD159;Pizza Hut;Dallas, TX;9/8/2024 19:30;9/8/2024 20:00;30;XL;Cheese Burst;5;6;Medium;Wallet;VERDADERO;FALSO;5;0,833333333;August;Online;14,4;15,6;FALSO;20;2;19;29,94845361
ORD160;Marco's Pizza;Seattle, WA;10/8/2024 12:45;10/8/2024 13:15;30;Medium;Non-Veg;4;5,5;High;Cash;FALSO;VERDADERO;5,454545455;0,727272727;August;Offline;13,2;16,8;FALSO;8;3;12;30,28645833
ORD161;Domino's;Denver, CO;11/8/2024 18:15;11/8/2024 18:45;30;Large;Veg;3;6;Medium;Domino's Cash;VERDADERO;VERDADERO;5;0,5;August;Offline;14,4;15,6;FALSO;9;2;18;30,25943396
ORD162;Papa John's;Boston, MA;12/8/2024 20:00;12/8/2024 20:30;30;Small;Vegan;2;4,5;Low;Card;VERDADERO;FALSO;6,666666667;0,444444444;August;Online;10,8;19,2;FALSO;2;1;20;28,18627451
ORD163;Little Caesars;Dallas, TX;13/8/2024 18:10;13/8/2024 18:35;25;Medium;Non-Veg;3;3;High;UPI;VERDADERO;FALSO;8,333333333;1;August;Online;7,2;17,8;FALSO;6;3;18;28,84422111
ORD164;Pizza Hut;Los Angeles, CA;14/8/2024 19:20;14/8/2024 19:50;30;XL;Cheese Burst;5;6,5;Medium;Wallet;VERDADERO;FALSO;4,615384615;0,769230769;August;Online;15,6;14,4;FALSO;20;2;19;29,94845361
ORD165;Marco's Pizza;Chicago, IL;15/8/2024 13:15;15/8/2024 13:45;30;Medium;Non-Veg;4;5;High;Cash;FALSO;FALSO;6;0,8;August;Offline;12;18;FALSO;8;3;13;30,28645833
ORD166;Domino's;Miami, FL;16/8/2024 18:25;16/8/2024 18:55;30;Large;Veg;3;6;Medium;Domino's Cash;VERDADERO;FALSO;5;0,5;August;Offline;14,4;15,6;FALSO;9;2;18;30,25943396
ORD167;Papa John's;Denver, CO;17/8/2024 20:05;17/8/2024 20:35;30;Small;Vegan;2;4;Low;Card;VERDADERO;VERDADERO;7,5;0,5;August;Online;9,6;20,4;FALSO;2;1;20;28,18627451
ORD168;Little Caesars;Boston, MA;18/8/2024 18:00;18/8/2024 18:25;25;Medium;Non-Veg;3;3,5;High;UPI;VERDADERO;VERDADERO;7,142857143;0,857142857;August;Online;8,4;16,6;FALSO;6;3;18;28,84422111
ORD169;Pizza Hut;Dallas, TX;19/8/2024 19:30;19/8/2024 20:00;30;XL;Cheese Burst;5;6;Medium;Wallet;VERDADERO;FALSO;5;0,833333333;August;Online;14,4;15,6;FALSO;20;2;19;29,94845361
ORD170;Marco's Pizza;Seattle, WA;20/8/2024 13:00;20/8/2024 13:30;30;Medium;Non-Veg;4;5,5;Low;Cash;FALSO;FALSO;5,454545455;0,727272727;August;Offline;13,2;16,8;FALSO;8;1;13;30,28645833
ORD171;Domino's;Denver, CO;21/8/2024 18:15;21/8/2024 18:45;30;Large;Veg;3;6;High;Domino's Cash;VERDADERO;FALSO;5;0,5;August;Offline;14,4;15,6;FALSO;9;3;18;30,25943396
ORD172;Papa John's;Boston, MA;22/8/2024 20:00;22/8/2024 20:30;30;Small;Vegan;2;4,5;Medium;Card;VERDADERO;FALSO;6,666666667;0,444444444;August;Online;10,8;19,2;FALSO;2;2;20;28,18627451
ORD173;Little Caesars;Dallas, TX;23/8/2024 18:10;23/8/2024 18:35;25;Medium;Non-Veg;3;3;Low;UPI;VERDADERO;FALSO;8,333333333;1;August;Online;7,2;17,8;FALSO;6;1;18;28,84422111
ORD174;Pizza Hut;Los Angeles, CA;24/8/2024 19:20;24/8/2024 19:50;30;XL;Cheese Burst;5;6,5;High;Wallet;VERDADERO;VERDADERO;4,615384615;0,769230769;August;Online;15,6;14,4;FALSO;20;3;19;29,94845361
ORD175;Marco's Pizza;Atlanta, GA;20/6/2024 13:00;20/6/2024 13:20;20;Medium;Non-Veg;3;3;Medium;Card;FALSO;FALSO;6,666666667;1;June;Online;7,2;12,8;FALSO;6;2;13;30,28645833
ORD176;Domino's;Denver, CO;21/6/2024 18:30;21/6/2024 18:50;20;Large;Veg;4;4,5;Low;UPI;VERDADERO;FALSO;4,444444444;0,888888889;June;Online;10,8;9,2;FALSO;12;1;18;30,25943396
ORD177;Papa John's;Boston, MA;22/6/2024 20:15;22/6/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;VERDADERO;12,5;1;June;Offline;4,8;20,2;FALSO;2;3;20;28,18627451
ORD178;Little Caesars;Dallas, TX;23/6/2024 18:30;23/6/2024 18:50;20;Medium;Non-Veg;3;3;High;UPI;VERDADERO;VERDADERO;6,666666667;1;June;Online;7,2;12,8;FALSO;6;3;18;28,84422111
ORD179;Pizza Hut;Los Angeles, CA;24/6/2024 19:45;24/6/2024 20:10;25;XL;Cheese Burst;5;4,5;Low;Cash;VERDADERO;FALSO;5,555555556;1,111111111;June;Offline;10,8;14,2;FALSO;20;1;19;29,94845361
ORD180;Marco's Pizza;Chicago, IL;25/6/2024 13:00;25/6/2024 13:20;20;Medium;Non-Veg;3;3,5;Medium;Wallet;FALSO;FALSO;5,714285714;0,857142857;June;Online;8,4;11,6;FALSO;6;2;13;30,28645833
ORD181;Domino's;Miami, FL;26/6/2024 18:30;26/6/2024 18:55;25;Large;Veg;4;4,5;High;Card;VERDADERO;FALSO;5,555555556;0,888888889;June;Online;10,8;14,2;FALSO;12;3;18;30,25943396
ORD182;Papa John's;Phoenix, AZ;27/6/2024 20:00;27/6/2024 20:25;25;Medium;Non-Veg;3;3;Medium;UPI;VERDADERO;FALSO;8,333333333;1;June;Online;7,2;17,8;FALSO;6;2;20;28,18627451
ORD183;Little Caesars;Atlanta, GA;28/6/2024 19:15;28/6/2024 19:35;20;Small;Vegan;2;2,5;Low;Cash;VERDADERO;FALSO;8;0,8;June;Offline;6;14;FALSO;2;1;19;28,84422111
ORD184;Pizza Hut;Chicago, IL;29/6/2024 19:45;29/6/2024 20:10;25;XL;Cheese Burst;5;4;High;Wallet;VERDADERO;VERDADERO;6,25;1,25;June;Online;9,6;15,4;FALSO;20;3;19;29,94845361
ORD185;Marco's Pizza;Miami, FL;30/6/2024 13:00;30/6/2024 13:20;20;Medium;Non-Veg;3;3,5;Low;Card;FALSO;VERDADERO;5,714285714;0,857142857;June;Online;8,4;11,6;FALSO;6;1;13;30,28645833
ORD186;Domino's;Los Angeles, CA;1/7/2024 18:30;1/7/2024 18:50;20;Large;Veg;4;4,5;Medium;UPI;VERDADERO;FALSO;4,444444444;0,888888889;July;Online;10,8;9,2;FALSO;12;2;18;30,25943396
ORD187;Papa John's;Denver, CO;2/7/2024 20:15;2/7/2024 20:40;25;Small;Vegan;2;2;High;Cash;VERDADERO;FALSO;12,5;1;July;Offline;4,8;20,2;FALSO;2;3;20;28,18627451
ORD188;Little Caesars;Boston, MA;3/7/2024 18:30;3/7/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;1;18;28,84422111
ORD189;Pizza Hut;Dallas, TX;4/7/2024 19:45;4/7/2024 20:10;25;XL;Cheese Burst;5;4;Medium;Card;VERDADERO;FALSO;6,25;1,25;July;Online;9,6;15,4;FALSO;20;2;19;29,94845361
ORD190;Marco's Pizza;Seattle, WA;5/7/2024 13:00;5/7/2024 13:20;20;Medium;Non-Veg;3;3,5;High;UPI;FALSO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;3;13;30,28645833
ORD191;Domino's;Denver, CO;6/7/2024 18:30;6/7/2024 18:50;20;Large;Veg;4;4,5;Low;Cash;VERDADERO;VERDADERO;4,444444444;0,888888889;July;Offline;10,8;9,2;FALSO;12;1;18;30,25943396
ORD192;Papa John's;Boston, MA;7/7/2024 20:15;7/7/2024 20:40;25;Small;Vegan;2;2;High;Wallet;VERDADERO;VERDADERO;12,5;1;July;Online;4,8;20,2;FALSO;2;3;20;28,18627451
ORD193;Little Caesars;Dallas, TX;8/7/2024 18:30;8/7/2024 18:50;20;Medium;Non-Veg;3;3;High;UPI;VERDADERO;FALSO;6,666666667;1;July;Online;7,2;12,8;FALSO;6;3;18;28,84422111
ORD194;Pizza Hut;Los Angeles, CA;9/7/2024 19:45;9/7/2024 20:10;25;XL;Cheese Burst;5;4,5;Low;Cash;VERDADERO;FALSO;5,555555556;1,111111111;July;Offline;10,8;14,2;FALSO;20;1;19;29,94845361
ORD195;Marco's Pizza;Chicago, IL;10/7/2024 13:00;10/7/2024 13:20;20;Medium;Non-Veg;3;3,5;Medium;Wallet;FALSO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;2;13;30,28645833
ORD196;Domino's;Miami, FL;11/7/2024 18:30;11/7/2024 18:50;20;Large;Veg;4;4;High;Card;VERDADERO;FALSO;5;1;July;Online;9,6;10,4;FALSO;12;3;18;30,25943396
ORD197;Papa John's;Dallas, TX;12/7/2024 20:00;12/7/2024 20:25;25;Medium;Non-Veg;3;3;Low;UPI;VERDADERO;FALSO;8,333333333;1;July;Online;7,2;17,8;FALSO;6;1;20;28,18627451
ORD198;Little Caesars;Houston, TX;13/7/2024 19:15;13/7/2024 19:35;20;Small;Vegan;2;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,8;July;Offline;6;14;FALSO;2;1;19;28,84422111
ORD199;Pizza Hut;Phoenix, AZ;14/7/2024 19:45;14/7/2024 20:10;25;XL;Cheese Burst;5;4,5;High;Wallet;VERDADERO;VERDADERO;5,555555556;1,111111111;July;Online;10,8;14,2;FALSO;20;3;19;29,94845361
ORD200;Marco's Pizza;Atlanta, GA;15/7/2024 13:00;15/7/2024 13:20;20;Medium;Non-Veg;3;3;Medium;Card;FALSO;FALSO;6,666666667;1;July;Online;7,2;12,8;FALSO;6;2;13;30,28645833
ORD201;Domino's;New York, NY;16/7/2024 18:30;16/7/2024 18:55;25;Large;Veg;3;5;High;Card;VERDADERO;FALSO;5;0,6;July;Online;12;13;FALSO;9;3;18;30,25943396
ORD202;Papa John's;Los Angeles, CA;17/7/2024 19:00;17/7/2024 19:30;30;Medium;Non-Veg;4;3,5;Medium;UPI;VERDADERO;FALSO;8,571428571;1,142857143;July;Online;8,4;21,6;FALSO;8;2;19;28,18627451
ORD203;Little Caesars;Chicago, IL;18/7/2024 20:15;18/7/2024 20:40;25;Small;Vegan;2;4;Low;Cash;VERDADERO;FALSO;6,25;0,5;July;Offline;9,6;15,4;FALSO;2;1;20;28,84422111
ORD204;Pizza Hut;Houston, TX;19/7/2024 19:45;19/7/2024 20:10;25;XL;Cheese Burst;5;6;High;Wallet;VERDADERO;FALSO;4,166666667;0,833333333;July;Online;14,4;10,6;FALSO;20;3;19;29,94845361
ORD205;Marco's Pizza;Phoenix, AZ;20/7/2024 13:00;20/7/2024 13:25;25;Medium;Non-Veg;3;3;Low;Card;FALSO;VERDADERO;8,333333333;1;July;Online;7,2;17,8;FALSO;6;1;13;30,28645833
ORD206;Domino's;Miami, FL;21/7/2024 18:30;21/7/2024 18:55;25;Large;Veg;4;5;High;UPI;VERDADERO;VERDADERO;5;0,8;July;Online;12;13;FALSO;12;3;18;30,25943396
ORD207;Papa John's;Denver, CO;22/7/2024 20:15;22/7/2024 20:40;25;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;FALSO;10;0,8;July;Offline;6;19;FALSO;2;2;20;28,18627451
ORD208;Little Caesars;Boston, MA;23/7/2024 18:30;23/7/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;1;18;28,84422111
ORD209;Pizza Hut;Dallas, TX;24/7/2024 19:45;24/7/2024 20:10;25;XL;Cheese Burst;5;4;High;Card;VERDADERO;FALSO;6,25;1,25;July;Online;9,6;15,4;FALSO;20;3;19;29,94845361
ORD210;Marco's Pizza;Seattle, WA;25/7/2024 13:00;25/7/2024 13:20;20;Medium;Non-Veg;3;3,5;Low;UPI;FALSO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;1;13;30,28645833
ORD211;Domino's;Denver, CO;26/7/2024 18:30;26/7/2024 18:50;20;Large;Veg;4;4,5;Medium;Cash;VERDADERO;FALSO;4,444444444;0,888888889;July;Offline;10,8;9,2;FALSO;12;2;18;30,25943396
ORD212;Papa John's;Boston, MA;27/7/2024 20:15;27/7/2024 20:40;25;Small;Vegan;2;2;High;Wallet;VERDADERO;VERDADERO;12,5;1;July;Online;4,8;20,2;FALSO;2;3;20;28,18627451
ORD213;Little Caesars;Dallas, TX;28/7/2024 18:30;28/7/2024 18:50;20;Medium;Non-Veg;3;3;High;UPI;VERDADERO;VERDADERO;6,666666667;1;July;Online;7,2;12,8;FALSO;6;3;18;28,84422111
ORD214;Pizza Hut;Los Angeles, CA;29/7/2024 19:45;29/7/2024 20:10;25;XL;Cheese Burst;5;4,5;Low;Cash;VERDADERO;FALSO;5,555555556;1,111111111;July;Offline;10,8;14,2;FALSO;20;1;19;29,94845361
ORD215;Marco's Pizza;Chicago, IL;30/7/2024 13:00;30/7/2024 13:20;20;Medium;Non-Veg;3;3,5;Medium;Wallet;FALSO;FALSO;5,714285714;0,857142857;July;Online;8,4;11,6;FALSO;6;2;13;30,28645833
ORD216;Domino's;Miami, FL;31/7/2024 18:30;31/7/2024 18:50;20;Large;Veg;4;4;High;Card;VERDADERO;FALSO;5;1;July;Online;9,6;10,4;FALSO;12;3;18;30,25943396
ORD217;Papa John's;Dallas, TX;1/8/2024 20:00;1/8/2024 20:25;25;Medium;Non-Veg;3;3;Low;UPI;VERDADERO;FALSO;8,333333333;1;August;Online;7,2;17,8;FALSO;6;1;20;28,18627451
ORD218;Little Caesars;Houston, TX;2/8/2024 19:15;2/8/2024 19:35;20;Small;Vegan;2;2,5;Low;Cash;VERDADERO;FALSO;8;0,8;August;Offline;6;14;FALSO;2;1;19;28,84422111
ORD219;Pizza Hut;Phoenix, AZ;3/8/2024 19:45;3/8/2024 20:10;25;XL;Cheese Burst;5;4,5;High;Wallet;VERDADERO;VERDADERO;5,555555556;1,111111111;August;Online;10,8;14,2;FALSO;20;3;19;29,94845361
ORD220;Marco's Pizza;Atlanta, GA;4/8/2024 13:00;4/8/2024 13:20;20;Medium;Non-Veg;3;3;Medium;Card;FALSO;VERDADERO;6,666666667;1;August;Online;7,2;12,8;FALSO;6;2;13;30,28645833
ORD221;Domino's;New York, NY;5/8/2024 18:30;5/8/2024 18:55;25;Large;Veg;3;5;High;Card;VERDADERO;FALSO;5;0,6;August;Online;12;13;FALSO;9;3;18;30,25943396
ORD222;Papa John's;Los Angeles, CA;6/8/2024 19:00;6/8/2024 19:30;30;Medium;Non-Veg;4;3,5;Medium;UPI;VERDADERO;FALSO;8,571428571;1,142857143;August;Online;8,4;21,6;FALSO;8;2;19;28,18627451
ORD223;Little Caesars;Chicago, IL;7/8/2024 20:15;7/8/2024 20:40;25;Small;Vegan;2;4;Low;Cash;VERDADERO;FALSO;6,25;0,5;August;Offline;9,6;15,4;FALSO;2;1;20;28,84422111
ORD224;Pizza Hut;Houston, TX;8/8/2024 19:45;8/8/2024 20:10;25;XL;Cheese Burst;5;6;High;Wallet;VERDADERO;FALSO;4,166666667;0,833333333;August;Online;14,4;10,6;FALSO;20;3;19;29,94845361
ORD225;Marco's Pizza;Phoenix, AZ;9/8/2024 13:00;9/8/2024 13:25;25;Medium;Non-Veg;3;3;Low;Card;FALSO;FALSO;8,333333333;1;August;Online;7,2;17,8;FALSO;6;1;13;30,28645833
ORD226;Domino's;Miami, FL;10/8/2024 18:30;10/8/2024 18:55;25;Large;Veg;4;5;High;UPI;VERDADERO;VERDADERO;5;0,8;August;Online;12;13;FALSO;12;3;18;30,25943396
ORD227;Papa John's;Denver, CO;11/8/2024 20:15;11/8/2024 20:40;25;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;VERDADERO;10;0,8;August;Offline;6;19;FALSO;2;2;20;28,18627451
ORD228;Little Caesars;Boston, MA;12/8/2024 18:30;12/8/2024 18:50;20;Medium;Non-Veg;3;3,5;Low;Wallet;VERDADERO;FALSO;5,714285714;0,857142857;August;Online;8,4;11,6;FALSO;6;1;18;28,84422111
ORD229;Pizza Hut;Los Angeles, CA;13/8/2024 19:45;13/8/2024 20:10;25;XL;Cheese Burst;5;4,5;Low;Cash;VERDADERO;FALSO;5,555555556;1,111111111;August;Offline;10,8;14,2;FALSO;20;1;19;29,94845361
ORD230;Domino's;New York, NY;14/8/2024 18:30;14/8/2024 19:05;35;Large;Veg;3;5;High;UPI;VERDADERO;FALSO;7;0,6;August;Online;12;23;VERDADERO;9;3;18;30,25943396
ORD231;Papa John's;Chicago, IL;15/8/2024 20:15;15/8/2024 20:40;25;Medium;Non-Veg;4;3,5;Medium;Card;VERDADERO;FALSO;7,142857143;1,142857143;August;Online;8,4;16,6;FALSO;8;2;20;28,18627451
ORD232;Little Caesars;Houston, TX;16/8/2024 19:00;16/8/2024 19:20;20;Small;Vegan;2;2;Low;Wallet;VERDADERO;FALSO;10;1;August;Online;4,8;15,2;FALSO;2;1;19;28,84422111
ORD233;Marco's Pizza;Phoenix, AZ;17/8/2024 13:00;17/8/2024 13:30;30;Medium;Non-Veg;3;3;High;UPI;FALSO;VERDADERO;10;1;August;Online;7,2;22,8;FALSO;6;3;13;30,28645833
ORD234;Domino's;Miami, FL;18/8/2024 18:30;18/8/2024 19:10;40;Large;Veg;4;5;High;Card;VERDADERO;VERDADERO;8;0,8;August;Online;12;28;VERDADERO;12;3;18;30,25943396
ORD235;Papa John's;Denver, CO;19/8/2024 20:15;19/8/2024 20:35;20;Small;Vegan;2;2,5;Medium;Cash;VERDADERO;FALSO;8;0,8;August;Offline;6;14;FALSO;2;2;20;28,18627451
